"PROD_ID","PROD_NAME","PROD_DESC","PROD_SUBCATEGORY","PROD_SUBCATEGORY_ID","PROD_SUBCATEGORY_DESC","PROD_CATEGORY","PROD_CATEGORY_ID","PROD_CATEGORY_DESC","PROD_WEIGHT_CLASS","PROD_UNIT_OF_MEASURE","PROD_PACK_SIZE","SUPPLIER_ID","PROD_STATUS","PROD_LIST_PRICE","PROD_MIN_PRICE","PROD_TOTAL","PROD_TOTAL_ID","PROD_SRC_ID","PROD_EFF_FROM","PROD_EFF_TO","PROD_VALID",
133,"モデル K8822S 携帯電話バッテリ","モデル K8822S 携帯電話バッテリ","カメラ・バッテリ",2042,"カメラ・バッテリ","写真",204,"写真",1,"U","P",1,"STATUS",30.99,30.99,"全製品",1,,1998-01-01 00:00:00,,"A",
134,"モデル C93822D 携帯電話バッテリ","モデル C93822D 携帯電話バッテリ","カメラ・バッテリ",2042,"カメラ・バッテリ","写真",204,"写真",1,"U","P",1,"STATUS",20.99,20.99,"全製品",1,,1998-01-01 00:00:00,,"A",
136,"64MB SDメモリ・カード","64MB SDメモリ・カード","カメラ・メディア",2043,"カメラ・メディア","写真",204,"写真",1,"U","P",1,"STATUS",32.99,32.99,"全製品",1,,1998-01-01 00:00:00,,"A",
28,"Unix/Windows 1ユーザー・パック","Unix/Windows 1ユーザー・パック","OS",2052,"OS","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",199.99,199.99,"全製品",1,,1998-01-01 00:00:00,,"A",
125,"CDケース50枚収納ボックス","CDケース50枚収納ボックス","バルク・ディスク",2053,"バルク・ディスク","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",15.99,15.99,"全製品",1,,1998-01-01 00:00:00,,"A",
126,"CDケース100枚収納ボックス","CDケース100枚収納ボックス","バルク・ディスク",2053,"バルク・ディスク","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",28.99,28.99,"全製品",1,,1998-01-01 00:00:00,,"A",
40,"OS英語マニュアル","OS英語マニュアル","マニュアル",2054,"マニュアル","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",44.99,44.99,"全製品",1,,1998-01-01 00:00:00,,"A",
41,"OSドイツ語マニュアル","OSドイツ語マニュアル","マニュアル",2054,"マニュアル","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",44.99,44.99,"全製品",1,,1998-01-01 00:00:00,,"A",
42,"OSフランス語マニュアル","OSフランス語マニュアル","マニュアル",2054,"マニュアル","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",44.99,44.99,"全製品",1,,1998-01-01 00:00:00,,"A",
43,"OSスペイン語マニュアル","OSスペイン語マニュアル","マニュアル",2054,"マニュアル","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",44.99,44.99,"全製品",1,,1998-01-01 00:00:00,,"A",
44,"OSイタリア語マニュアル","OSイタリア語マニュアル","マニュアル",2054,"マニュアル","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",44.99,44.99,"全製品",1,,1998-01-01 00:00:00,,"A",
45,"OS日本語マニュアル","OS日本語マニュアル","マニュアル",2054,"マニュアル","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",44.99,44.99,"全製品",1,,1998-01-01 00:00:00,,"A",
114,"音楽用CD-R","音楽用CD-R30枚パック","CD-R",2055,"CD-R","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",18.99,18.99,"全製品",1,,1998-01-01 00:00:00,,"A",
115,"CD-RW","倍速対応CD-RW 10枚パック","CD-R",2055,"CD-R","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",8.99,8.99,"全製品",1,,1998-01-01 00:00:00,,"A",
116,"CD-RW","倍速対応CD-RW 5枚パック","CD-R",2055,"CD-R","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",11.99,11.99,"全製品",1,,1998-01-01 00:00:00,,"A",
118,"音楽用CD-R","音楽用CD-R10枚パック","CD-R",2055,"CD-R","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",7.99,7.99,"全製品",1,,1998-01-01 00:00:00,,"A",
119,"CD-Rディスク（ケース付き）","CD-Rディスク（ケース付き）12枚パック","CD-R",2055,"CD-R","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",6.99,6.99,"全製品",1,,1998-01-01 00:00:00,,"A",
120,"CD-Rディスク（ケース付き）","CD-Rディスク（ケース付き）片面一層","DVD-R",2056,"DVD-R","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",6.99,6.99,"全製品",1,,1998-01-01 00:00:00,,"A",
122,"DVD-Rディスク","DVD-Rディスク5枚パック","DVD-R",2056,"DVD-R","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",18.99,18.99,"全製品",1,,1998-01-01 00:00:00,,"A",
123,"DVD-Rディスク","DVD-Rディスク5枚パック（高品質）","DVD-R",2056,"DVD-R","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",49.99,49.99,"全製品",1,,1998-01-01 00:00:00,,"A",
143,"アメコミ・ヒーローズ","アメコミ・ヒーローズ","Y Box ゲーム",2014,"Y Box ゲーム","家電",201,"家電",1,"U","P",1,"STATUS",19.99,19.99,"全製品",1,,1998-01-01 00:00:00,,"A",
13,"5メガ・ピクセル デジタルカメラ","5メガ・ピクセル デジタルカメラ","カメラ",2044,"カメラ","写真",204,"写真",1,"U","P",1,"STATUS",89999,899.99,"全製品",1,,1998-01-01 00:00:00,,"A",
21,"18インチ フラットパネル・モニタ","18インチ フラットパネル・モニタ","モニタ",2035,"モニタ","周辺機器・アクセサリ",203,"周辺機器・アクセサリ",1,"U","P",1,"STATUS",89999,899.99,"全製品",1,,1998-01-01 00:00:00,,"A",
19,"ノートPCキャリーケース","ノートPCキャリーケース","アクセサリ",2051,"アクセサリ","ソフトウェア・その他",205,"ソフトウェア・その他",1,"U","P",1,"STATUS",5599,55.99,"全製品",1,,1998-01-01 00:00:00,,"A",
24,"PCMCIA データ通信カード","PCMCIA データ通信カード","モデム/FAX",2034,"モデム/FAX","周辺機器・アクセサリ",203,"周辺機器・アクセサリ",1,"U","P",1,"STATUS",4599,45.99,"全製品",1,,1998-01-01 00:00:00,,"A",
25,"128MB USB メモリ","128MB USB メモリ","メモリ",2033,"メモリ","周辺機器・アクセサリ",203,"周辺機器・アクセサリ",1,"U","P",1,"STATUS",11299,112.99,"全製品",1,,1998-01-01 00:00:00,,"A",
26,"256MB USB メモリ","256MB USB メモリ","メモリ",2033,"メモリ","周辺機器・アクセサリ",203,"周辺機器・アクセサリ",1,"U","P",1,"STATUS",14999,149.99,"全製品",1,,1998-01-01 00:00:00,,"A",
32,"マルチメディア・スピーカー 5コーン","マルチメディア・スピーカー 5コーン","アクセサリ",2031,"アクセサリ","周辺機器・アクセサリ",203,"周辺機器・アクセサリ",1,"U","P",1,"STATUS",6799,67.99,"全製品",1,,1998-01-01 00:00:00,,"A",
33,"USB データ通信カード","USB データ通信カード","モデム/FAX",2034,"モデム/FAX","周辺機器・アクセサリ",203,"周辺機器・アクセサリ",1,"U","P",1,"STATUS",4499,44.99,"全製品",1,,1998-01-01 00:00:00,,"A",
47,"光学式マウス","光学式マウス","アクセサリ",2031,"アクセサリ","周辺機器・アクセサリ",203,"周辺機器・アクセサリ",1,"U","P",1,"STATUS",2899,28.99,"全製品",1,,1998-01-01 00:00:00,,"A",
131,"モデル K3822L 携帯電話バッテリ","モデル K3822L 携帯電話バッテリ","カメラ・バッテリ",2042,"カメラ・バッテリ","写真",204,"写真",1,"U","P",1,"STATUS",1899,18.99,"全製品",1,,1998-01-01 00:00:00,,"A",
132,"モデル C9827B 携帯電話バッテリ","モデル C9827B 携帯電話バッテリ","カメラ・バッテリ",2042,"カメラ・バッテリ","写真",204,"写真",1,"U","P",1,"STATUS",2499,24.99,"全製品",1,,1998-01-01 00:00:00,,"A",
134,"モデル C93822D 携帯電話バッテリ","モデル C93822D 携帯電話バッテリ","カメラ・バッテリ",2042,"カメラ・バッテリ","写真",204,"写真",1,"U","P",1,"STATUS",2099,20.99,"全製品",1,,1998-01-01 00:00:00,,"A",
